Label,Category,Biller,Messages
Credit,Wallet ,Paytm,Rs. 604  received from XXX (900006359 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 374  received from XXX (900030836 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 63  received from XXX (900004734 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 331  received from XXX (900014893 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 24  received from XXX (900007616 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 448  received from XXX (900011008 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 492  received from XXX (900001587 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 678  received from XXX (900015281 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 180  received from XXX (900024179 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 856  received from XXX (900002634 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 428  received from XXX (900020142 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 872  received from XXX (900028476 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 797  received from XXX (900014688 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 696  received from XXX (900031426 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 576  received from XXX (900031329 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 104  received from XXX (900018060 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 54  received from XXX (900017437 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 752  received from XXX (900016282 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 561  received from XXX (900024355 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 230  received from XXX (900019558 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 371  received from XXX (900020450 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 250  received from XXX (900029510 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 849  received from XXX (900009905 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 55  received from XXX (900025874 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 872  received from XXX (900032270 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 804  received from XXX (900004099 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 396  received from XXX (900027432 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 276  received from XXX (900007900 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 886  received from XXX (900025760 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 457  received from XXX (900002125 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 127  received from XXX (900025484 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 645  received from XXX (900004757 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 743  received from XXX (900017086 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 605  received from XXX (900028520 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 806  received from XXX (900008260 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 67  received from XXX (900021520 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 47  received from XXX (900017713 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 446  received from XXX (900012760 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 389  received from XXX (900022428 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 813  received from XXX (900029350 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 453  received from XXX (900023271 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 106  received from XXX (900024041 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 891  received from XXX (900016962 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 20  received from XXX (900002483 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 226  received from XXX (900006511 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 434  received from XXX (900031783 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 275  received from XXX (900001993 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 538  received from XXX (900024855 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 139  received from XXX (900012673 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 565  received from XXX (900030695 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 442  received from XXX (900015145 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 46  received from XXX (900007605 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 343  received from XXX (900029556 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 403  received from XXX (900006077 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 106  received from XXX (900026428 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 508  received from XXX (900000503 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 421  received from XXX (900025542 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 313  received from XXX (900001539 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 832  received from XXX (900011075 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 172  received from XXX (900015944 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 132  received from XXX (900024472 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 510  received from XXX (900026969 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 554  received from XXX (900026463 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 641  received from XXX (900020888 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 25  received from XXX (900020783 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 732  received from XXX (900003359 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 34  received from XXX (900031001 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 334  received from XXX (900031196 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 464  received from XXX (900029812 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 520  received from XXX (900006652 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 211  received from XXX (900002011 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 503  received from XXX (900013452 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 614  received from XXX (900011124 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 737  received from XXX (900024155 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 391  received from XXX (900024948 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 97  received from XXX (900020259 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 401  received from XXX (900025313 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 365  received from XXX (900009961 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 711  received from XXX (900026264 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 778  received from XXX (900001954 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 902  received from XXX (900001679 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 337  received from XXX (900010008 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 360  received from XXX (900001885 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 729  received from XXX (900015629 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 560  received from XXX (900001528 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 661  received from XXX (900029087 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 793  received from XXX (900020415 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 318  received from XXX (900012268 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 490  received from XXX (900026809 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 293  received from XXX (900000248 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 51  received from XXX (900001052 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 264  received from XXX (900021196 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 305  received from XXX (900029458 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 377  received from XXX (900020448 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 610  received from XXX (900019897 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 738  received from XXX (900010940 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 615  received from XXX (900023146 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 308  received from XXX (900000475 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 846  received from XXX (900030524 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 327  received from XXX (900016336 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 733  received from XXX (900002505 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 152  received from XXX (900007085 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 352  received from XXX (900014640 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 909  received from XXX (900007585 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 784  received from XXX (900030300 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 589  received from XXX (900019426 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 884  received from XXX (900005764 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 864  received from XXX (900025547 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 870  received from XXX (900001012 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 56  received from XXX (900017223 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 565  received from XXX (900018700 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 509  received from XXX (900026222 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 657  received from XXX (900031111 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 370  received from XXX (900007534 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 796  received from XXX (900015871 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 324  received from XXX (900024237 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 562  received from XXX (900001454 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 584  received from XXX (900022830 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 445  received from XXX (900008823 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 728  received from XXX (900011058 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 49  received from XXX (900021286 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 136  received from XXX (900024865 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 94  received from XXX (900032756 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 726  received from XXX (900008360 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 134  received from XXX (900011599 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 845  received from XXX (900009252 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 199  received from XXX (900026841 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 42  received from XXX (900027200 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 909  received from XXX (900013487 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 48  received from XXX (900015834 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 865  received from XXX (900013549 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 879  received from XXX (900031276 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 479  received from XXX (900009072 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 217  received from XXX (900012074 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 234  received from XXX (900019932 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 324  received from XXX (900002599 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 251  received from XXX (900008670 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 371  received from XXX (900009916 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 886  received from XXX (900002995 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 206  received from XXX (900011243 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 352  received from XXX (900010986 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 47  received from XXX (900022912 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 487  received from XXX (900008551 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 721  received from XXX (900027065 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 252  received from XXX (900000170 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 797  received from XXX (900027432 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 24  received from XXX (900006479 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 646  received from XXX (900030422 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 59  received from XXX (900012503 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 803  received from XXX (900026281 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 371  received from XXX (900024998 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 114  received from XXX (900028680 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 36  received from XXX (900010573 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 633  received from XXX (900018110 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 463  received from XXX (900026890 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 97  received from XXX (900011293 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 222  received from XXX (900023694 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 168  received from XXX (900003684 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 717  received from XXX (900019199 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 288  received from XXX (900007267 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 367  received from XXX (900030271 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 502  received from XXX (900029022 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 489  received from XXX (900003181 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 852  received from XXX (900015665 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 62  received from XXX (900008106 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 196  received from XXX (900003251 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 15  received from XXX (900026653 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 477  received from XXX (900005725 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 370  received from XXX (900021562 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 58  received from XXX (900012076 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 885  received from XXX (900011072 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 17  received from XXX (900019396 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 195  received from XXX (900017922 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 476  received from XXX (900012759 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 58  received from XXX (900008681 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 292  received from XXX (900015814 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 703  received from XXX (900021047 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
Credit,Wallet ,Paytm,Rs. 449  received from XXX (900024710 @paytm) in your Paytm Payments Bank a/c 91XX8102. UPI Ref: 007322743179
